Time	Node	AppId	SeqNo	Type	DelayS	DelayUS	RetxCount	HopCount
14.2024	10	1	66	LastDelay	0.00240786	2407.86	1	9
14.2024	10	1	66	FullDelay	4.45241	4.45241e+06	3	9
14.4526	15	1	190	LastDelay	0.00264747	2647.47	1	13
14.4526	15	1	190	FullDelay	0.00264747	2647.47	1	13
14.5525	10	1	91	LastDelay	0.00252613	2526.13	1	6
14.5525	10	1	91	FullDelay	2.50253	2.50253e+06	2	6
14.5525	5	1	91	LastDelay	1.75253	1.75253e+06	1	6
14.5525	5	1	91	FullDelay	7.40253	7.40253e+06	2	6
14.7547	10	1	111	LastDelay	0.00470857	4708.57	1	6
14.7547	10	1	111	FullDelay	0.00470857	4708.57	1	6
14.8067	10	1	24	LastDelay	0.00668097	6680.97	1	13
14.8067	10	1	24	FullDelay	12.4567	1.24567e+07	10	13
14.9037	10	1	27	LastDelay	0.00366184	3661.84	1	6
14.9037	10	1	27	FullDelay	12.4037	1.24037e+07	10	6
14.952	10	1	29	LastDelay	0.00195418	1954.18	1	8
14.952	10	1	29	FullDelay	12.352	1.2352e+07	10	8
15.0505	10	1	74	LastDelay	0.00046651	466.51	1	2
15.0505	10	1	74	FullDelay	4.85047	4.85047e+06	3	2
15.0571	15	1	11	LastDelay	0.00708498	7084.98	1	11
15.0571	15	1	11	FullDelay	14.5071	1.45071e+07	4	11
15.3103	12	1	20	LastDelay	0.0102651	10265.1	1	5
15.3103	12	1	20	FullDelay	12.9103	1.29103e+07	2	5
15.555	5	1	179	LastDelay	0.00501224	5012.24	1	6
15.555	5	1	179	FullDelay	0.00501224	5012.24	1	6
15.6067	10	1	112	LastDelay	0.00667144	6671.44	1	8
15.6067	10	1	112	FullDelay	0.00667144	6671.44	1	8
15.7539	10	1	58	LastDelay	0.00390577	3905.77	1	3
15.7539	10	1	58	FullDelay	6.40391	6.40391e+06	4	3
16.2516	10	1	102	LastDelay	0.00160549	1605.49	1	4
16.2516	10	1	102	FullDelay	3.05161	3.05161e+06	2	4
16.4515	10	1	107	LastDelay	0.00150907	1509.07	1	3
16.4515	10	1	107	FullDelay	2.50151	2.50151e+06	2	3
16.76	5	1	44	LastDelay	0.0100336	10033.6	1	7
16.76	5	1	44	FullDelay	14.21	1.421e+07	4	7
16.7616	15	1	44	LastDelay	0.211579	211579	1	7
16.7616	15	1	44	FullDelay	14.4616	1.44616e+07	3	7
16.903	9	1	69	LastDelay	0.00296534	2965.34	1	7
16.903	9	1	69	FullDelay	9.40297	9.40297e+06	2	7
17.3529	10	1	60	LastDelay	1.55294	1.55294e+06	1	10
17.3529	10	1	60	FullDelay	7.90294	7.90294e+06	4	10
17.5529	5	1	64	LastDelay	0.00293444	2934.45	1	6
17.5529	5	1	64	FullDelay	13.2029	1.32029e+07	3	6
17.6035	10	1	65	LastDelay	1.55345	1.55345e+06	1	6
17.6035	10	1	65	FullDelay	7.90345	7.90345e+06	4	6
17.6101	5	1	65	LastDelay	0.0100645	10064.5	1	8
17.6101	5	1	65	FullDelay	13.2101	1.32101e+07	3	8
18.3036	10	1	148	LastDelay	0.0035618	3561.8	1	10
18.3036	10	1	148	FullDelay	0.0035618	3561.8	1	10
18.602	10	1	63	LastDelay	0.00202503	2025.03	1	5
18.602	10	1	63	FullDelay	9.00203	9.00203e+06	5	5
18.7083	12	1	53	LastDelay	0.008263	8263	1	5
18.7083	12	1	53	FullDelay	12.9083	1.29083e+07	2	5
19.1026	10	1	80	LastDelay	0.00264421	2644.21	1	6
19.1026	10	1	80	FullDelay	8.45264	8.45264e+06	4	6
19.3057	10	1	87	LastDelay	0.00568398	5683.98	1	10
19.3057	10	1	87	FullDelay	7.85568	7.85568e+06	4	10
19.7591	10	1	101	LastDelay	0.00911494	9114.94	1	6
19.7591	10	1	101	FullDelay	6.60911	6.60911e+06	3	6
19.7591	5	1	101	LastDelay	0.559115	559115	1	6
19.7591	5	1	101	FullDelay	12.1091	1.21091e+07	3	6
19.7618	5	1	112	LastDelay	0.0117762	11776.2	1	8
19.7618	5	1	112	FullDelay	11.5618	1.15618e+07	2	8
19.8526	10	1	104	LastDelay	0.00262135	2621.35	1	4
19.8526	10	1	104	FullDelay	6.55262	6.55262e+06	3	4
19.8531	5	1	104	LastDelay	0.503125	503125	1	5
19.8531	5	1	104	FullDelay	12.0531	1.20531e+07	2	5
20.4527	5	1	121	LastDelay	0.252743	252743	1	6
20.4527	5	1	121	FullDelay	11.8027	1.18027e+07	2	6
20.5037	10	1	149	LastDelay	0.00371769	3717.69	1	4
20.5037	10	1	149	FullDelay	0.00371769	3717.69	1	4
20.6065	10	1	41	LastDelay	0.00645341	6453.41	1	13
20.6065	10	1	41	FullDelay	14.9065	1.49065e+07	10	13
20.7537	10	1	62	LastDelay	0.00367139	3671.39	1	6
20.7537	10	1	62	FullDelay	11.2037	1.12037e+07	6	6
21.0058	10	1	71	LastDelay	0.00583398	5833.98	1	7
21.0058	10	1	71	FullDelay	11.0058	1.10058e+07	5	7
21.1075	10	1	75	LastDelay	0.007519	7519	1	12
21.1075	10	1	75	FullDelay	10.8575	1.08575e+07	5	12
21.1624	15	1	209	LastDelay	0.0123524	12352.4	1	15
21.1624	15	1	209	FullDelay	0.0123524	12352.4	1	15
21.4557	5	1	147	LastDelay	0.00567513	5675.13	1	11
21.4557	5	1	147	FullDelay	7.50568	7.50568e+06	2	11
21.6016	12	1	81	LastDelay	0.0015692	1569.2	1	5
21.6016	12	1	81	FullDelay	12.9016	1.29016e+07	2	5
21.7548	10	1	129	LastDelay	0.00480581	4805.81	1	5
21.7548	10	1	129	FullDelay	4.40481	4.40481e+06	2	5
21.7557	5	1	129	LastDelay	1.1557	1.1557e+06	1	7
21.7557	5	1	129	FullDelay	12.7057	1.27057e+07	2	7
21.8544	5	1	185	LastDelay	0.00438845	4388.45	1	10
21.8544	5	1	185	FullDelay	0.00438845	4388.45	1	10
22.0025	10	1	134	LastDelay	0.00253854	2538.54	1	10
22.0025	10	1	134	FullDelay	4.40254	4.40254e+06	2	10
22.0025	5	1	134	LastDelay	1.15254	1.15254e+06	1	10
22.0025	5	1	134	FullDelay	12.7025	1.27025e+07	2	10
22.0512	10	1	135	LastDelay	0.00122943	1229.43	1	3
22.0512	10	1	135	FullDelay	4.40123	4.40123e+06	2	3
22.4567	5	1	25	LastDelay	0.00668947	6689.47	1	5
22.4567	5	1	25	FullDelay	20.9567	2.09567e+07	5	5
22.8031	10	1	152	LastDelay	0.00314883	3148.83	1	6
22.8031	10	1	152	FullDelay	0.00314883	3148.83	1	6
22.8589	15	1	36	LastDelay	0.00885271	8852.71	1	7
22.8589	15	1	36	FullDelay	21.0089	2.10089e+07	4	7
23.0037	10	1	64	LastDelay	0.00372955	3729.55	1	5
23.0037	10	1	64	FullDelay	13.3537	1.33537e+07	7	5
23.051	10	1	67	LastDelay	0.00102474	1024.74	1	4
23.051	10	1	67	FullDelay	13.251	1.3251e+07	6	4
23.2075	10	1	73	LastDelay	0.00749376	7493.76	1	9
23.2075	10	1	73	FullDelay	13.0575	1.30575e+07	6	9
24.003	5	1	61	LastDelay	0.35305	353050	1	7
24.003	5	1	61	FullDelay	19.803	1.9803e+07	4	7
24.0042	10	1	61	LastDelay	1.0542	1.0542e+06	1	8
24.0042	10	1	61	FullDelay	14.5042	1.45042e+07	7	8
24.0143	15	1	61	LastDelay	0.0142637	14263.7	1	9
24.0143	15	1	61	FullDelay	20.8643	2.08643e+07	4	9
24.1525	5	1	74	LastDelay	0.00251592	2515.92	1	6
24.1525	5	1	74	FullDelay	19.3025	1.93025e+07	4	6
24.2563	5	1	66	LastDelay	0.456343	456343	1	12
24.2563	5	1	66	FullDelay	19.8063	1.98063e+07	4	12
24.5019	10	1	121	LastDelay	0.00186839	1868.39	1	5
24.5019	10	1	121	FullDelay	7.55187	7.55187e+06	3	5
24.5549	10	1	83	LastDelay	1.15489	1.15489e+06	1	13
24.5549	10	1	83	FullDelay	13.7049	1.37049e+07	6	13
24.5565	10	1	82	LastDelay	1.20654	1.20654e+06	1	6
24.5565	10	1	82	FullDelay	13.8065	1.38065e+07	6	6
24.5578	5	1	83	LastDelay	0.00780848	7808.48	1	11
24.5578	5	1	83	FullDelay	17.8078	1.78078e+07	4	11
24.5585	5	1	82	LastDelay	0.058537	58537	1	7
24.5585	5	1	82	FullDelay	17.8585	1.78585e+07	4	7
24.7047	9	1	18	LastDelay	0.00474381	4743.81	1	10
24.7047	9	1	18	FullDelay	22.5047	2.25047e+07	3	10
24.9048	10	1	153	LastDelay	0.0048143	4814.31	1	4
24.9048	10	1	153	FullDelay	0.0048143	4814.31	1	4
25.0011	10	1	49	LastDelay	0.00110268	1102.68	1	4
25.0011	10	1	49	FullDelay	18.1011	1.81011e+07	10	4
25.2005	9	1	23	LastDelay	0.00046737	467.37	1	2
25.2005	9	1	23	FullDelay	22.5005	2.25005e+07	3	2
25.5537	10	1	98	LastDelay	0.00371177	3711.77	1	5
25.5537	10	1	98	FullDelay	12.5537	1.25537e+07	5	5
25.5537	5	1	98	LastDelay	0.353712	353712	1	5
25.5537	5	1	98	FullDelay	18.0537	1.80537e+07	4	5
25.6564	5	1	109	LastDelay	0.00640526	6405.26	1	17
25.6564	5	1	109	FullDelay	17.6064	1.76064e+07	3	17
25.7038	10	1	103	LastDelay	0.00380593	3805.93	1	11
25.7038	10	1	103	FullDelay	12.4538	1.24538e+07	5	11
25.7038	5	1	103	LastDelay	0.303806	303806	1	11
25.7038	5	1	103	FullDelay	17.9538	1.79538e+07	3	11
26.1069	15	1	156	LastDelay	0.00685793	6857.93	1	7
26.1069	15	1	156	FullDelay	13.3569	1.33569e+07	2	7
26.1073	10	1	138	LastDelay	0.00729732	7297.32	1	9
26.1073	10	1	138	FullDelay	8.3073	8.3073e+06	3	9
26.3032	12	1	128	LastDelay	0.00316163	3161.63	1	11
26.3032	12	1	128	FullDelay	12.9032	1.29032e+07	2	11
26.5037	10	1	146	LastDelay	0.00365571	3655.71	1	14
26.5037	10	1	146	FullDelay	8.30366	8.30366e+06	3	14
26.6042	12	1	6	LastDelay	0.0042237	4223.7	1	6
26.6042	12	1	6	FullDelay	25.8042	2.58042e+07	3	6
26.6526	5	1	153	LastDelay	0.00261653	2616.53	1	6
26.6526	5	1	153	FullDelay	12.4026	1.24026e+07	2	6
27.1508	10	1	163	LastDelay	0.000763071	763.071	1	4
27.1508	10	1	163	FullDelay	0.000763071	763.071	1	4
27.1536	5	1	163	LastDelay	0.00355819	3558.19	1	10
27.1536	5	1	163	FullDelay	12.4036	1.24036e+07	2	10
27.3622	15	1	181	LastDelay	0.0122496	12249.6	1	12
27.3622	15	1	181	FullDelay	13.3622	1.33622e+07	2	12
27.5526	10	1	90	LastDelay	0.00259742	2597.42	1	8
27.5526	10	1	90	FullDelay	15.5526	1.55526e+07	6	8
27.6535	10	1	94	LastDelay	0.00347312	3473.12	1	11
27.6535	10	1	94	FullDelay	15.4535	1.54535e+07	6	11
27.7041	10	1	96	LastDelay	0.00413234	4132.34	1	5
27.7041	10	1	96	FullDelay	14.8541	1.48541e+07	6	5
27.752	10	1	99	LastDelay	0.00199167	1991.66	1	9
27.752	10	1	99	FullDelay	14.702	1.4702e+07	6	9
27.9012	10	1	108	LastDelay	0.00119408	1194.08	1	4
27.9012	10	1	108	FullDelay	13.9012	1.39012e+07	5	4
28.2512	10	1	118	LastDelay	0.00123708	1237.08	1	8
28.2512	10	1	118	FullDelay	11.4512	1.14512e+07	4	8
28.3562	15	1	221	LastDelay	0.00619478	6194.78	1	5
28.3562	15	1	221	FullDelay	0.00619478	6194.78	1	5
28.5037	10	1	124	LastDelay	0.00368729	3687.29	1	4
28.5037	10	1	124	FullDelay	11.4037	1.14037e+07	4	4
28.5511	10	1	125	LastDelay	0.00109824	1098.24	1	5
28.5511	10	1	125	FullDelay	11.4011	1.14011e+07	4	5
28.7526	10	1	130	LastDelay	0.00260855	2608.55	1	9
28.7526	10	1	130	FullDelay	11.3526	1.13526e+07	4	9
29.2529	15	1	20	LastDelay	0.00293353	2933.53	1	10
29.2529	15	1	20	FullDelay	28.2029	2.82029e+07	5	10
29.4177	15	1	23	LastDelay	0.0176819	17681.9	1	14
29.4177	15	1	23	FullDelay	28.2177	2.82177e+07	5	14
29.5519	10	1	170	LastDelay	0.00187384	1873.84	1	3
29.5519	10	1	170	FullDelay	0.00187384	1873.84	1	3
30.0521	10	1	105	LastDelay	0.00207311	2073.11	1	9
30.0521	10	1	105	FullDelay	16.7021	1.67021e+07	7	9
30.404	10	1	119	LastDelay	0.00400687	4006.87	1	7
30.404	10	1	119	FullDelay	13.554	1.3554e+07	5	7
30.455	15	1	47	LastDelay	0.00504375	5043.75	1	10
30.455	15	1	47	FullDelay	28.005	2.8005e+07	5	10
30.7019	10	1	128	LastDelay	0.00192902	1929.02	1	5
30.7019	10	1	128	FullDelay	13.4019	1.34019e+07	5	5
30.8533	10	1	144	LastDelay	0.00333343	3333.43	1	4
30.8533	10	1	144	FullDelay	12.7533	1.27533e+07	4	4
31.1548	5	1	250	LastDelay	0.00482537	4825.37	1	12
31.1548	5	1	250	FullDelay	0.00482537	4825.37	1	12
31.2519	10	1	157	LastDelay	0.00191894	1918.94	1	7
31.2519	10	1	157	FullDelay	4.40192	4.40192e+06	2	7
31.4013	10	1	160	LastDelay	0.00128403	1284.03	1	4
31.4013	10	1	160	FullDelay	4.40128	4.40128e+06	2	4
31.4534	10	1	68	LastDelay	1.80341	1.80341e+06	1	10
31.4534	10	1	68	FullDelay	21.6034	2.16034e+07	9	10
31.5534	10	1	70	LastDelay	1.85341	1.85341e+06	1	11
31.5534	10	1	70	FullDelay	21.6034	2.16034e+07	9	11
31.6537	15	1	72	LastDelay	0.00365201	3652.01	1	8
31.6537	15	1	72	FullDelay	27.9037	2.79037e+07	4	8
31.7019	15	1	73	LastDelay	0.001949	1949.01	1	8
